call_id,account_id,agent_id,call_date,call_hour,day_of_week,day_name,call_result,duration_seconds
CALL0001064,ACC00436,A001,2024-12-12,19,3,Wednesday,Contacted,464
CALL0001065,ACC00436,A003,2024-01-10,11,1,Monday,Contacted,453
CALL0001066,ACC00437,A005,2024-06-02,20,7,Sunday,Wrong Number,29
CALL0001067,ACC00438,A009,2024-04-11,17,5,Friday,Busy,12
CALL0001068,ACC00438,A008,2024-08-25,16,4,Thursday,Voicemail,26
CALL0001069,ACC00438,A007,2024-01-22,20,4,Thursday,Contacted,117
CALL0001070,ACC00439,A001,2025-01-04,8,1,Monday,Voicemail,27
CALL0001071,ACC00439,A004,2024-09-03,12,4,Thursday,Contacted,308
CALL0001072,ACC00439,A008,2025-04-30,18,1,Monday,Busy,25
CALL0001073,ACC00440,A003,2024-12-04,17,4,Thursday,No Answer,9
CALL0001074,ACC00440,A010,2025-08-31,20,2,Tuesday,Wrong Number,13
CALL0001075,ACC00440,A006,2024-12-03,12,6,Saturday,Wrong Number,26
CALL0001076,ACC00440,A007,2025-03-21,10,3,Wednesday,No Answer,3
CALL0001077,ACC00441,A010,2024-03-09,17,3,Wednesday,Contacted,502
CALL0001078,ACC00441,A004,2025-11-09,18,5,Friday,Contacted,218
CALL0001079,ACC00441,A003,2024-11-16,17,5,Friday,Busy,26
CALL0001080,ACC00441,A001,2025-03-08,12,5,Friday,No Answer,21
CALL0001081,ACC00441,A010,2024-02-24,9,1,Monday,No Answer,4
CALL0001082,ACC00442,A001,2025-11-02,13,3,Wednesday,Contacted,275
CALL0001083,ACC00442,A005,2024-10-04,19,5,Friday,Voicemail,17
CALL0001084,ACC00443,A006,2024-10-22,11,5,Friday,Busy,10
CALL0001085,ACC00444,A008,2025-07-08,11,2,Tuesday,Contacted,577
CALL0001086,ACC00444,A004,2025-01-02,19,4,Thursday,No Answer,21
CALL0001087,ACC00444,A008,2024-02-19,19,3,Wednesday,Contacted,310
CALL0001088,ACC00445,A002,2025-04-28,9,1,Monday,Busy,28
CALL0001089,ACC00445,A001,2025-06-21,19,7,Sunday,Voicemail,2
CALL0001090,ACC00445,A005,2025-05-14,18,1,Monday,No Answer,2
CALL0001091,ACC00445,A009,2025-02-14,12,3,Wednesday,No Answer,18
CALL0001092,ACC00445,A005,2024-09-03,9,4,Thursday,Voicemail,5
CALL0001093,ACC00446,A003,2025-05-16,11,5,Friday,Voicemail,22
CALL0001094,ACC00446,A008,2024-09-03,15,5,Friday,Voicemail,17
CALL0001095,ACC00446,A003,2025-04-14,8,3,Wednesday,No Answer,20
CALL0001096,ACC00446,A009,2024-12-14,11,3,Wednesday,Contacted,118
CALL0001097,ACC00447,A007,2025-07-17,20,5,Friday,No Answer,19
CALL0001098,ACC00447,A006,2025-11-12,14,5,Friday,Contacted,470
CALL0001099,ACC00447,A002,2024-07-27,16,2,Tuesday,Voicemail,14
CALL0001100,ACC00447,A001,2025-02-23,12,5,Friday,Busy,3
CALL0001101,ACC00448,A008,2024-07-12,17,5,Friday,Contacted,51
CALL0001102,ACC00448,A007,2024-02-17,18,3,Wednesday,Wrong Number,29
CALL0001103,ACC00448,A009,2025-08-16,11,1,Monday,No Answer,18
CALL0001104,ACC00448,A008,2024-08-28,12,2,Tuesday,Contacted,475
CALL0001105,ACC00449,A001,2025-07-07,15,3,Wednesday,Wrong Number,11
CALL0001106,ACC00449,A007,2025-05-01,18,5,Friday,Contacted,378
CALL0001107,ACC00449,A002,2024-11-20,15,3,Wednesday,Contacted,312
CALL0001108,ACC00450,A008,2025-06-06,10,1,Monday,Voicemail,15
CALL0001109,ACC00450,A006,2025-08-14,13,6,Saturday,Busy,9
CALL0001110,ACC00450,A007,2024-05-15,18,1,Monday,Contacted,213
CALL0001111,ACC00451,A003,2024-08-19,9,1,Monday,Voicemail,11
CALL0001112,ACC00451,A008,2025-01-15,20,2,Tuesday,Contacted,63
CALL0001113,ACC00451,A002,2024-09-21,18,1,Monday,Contacted,373
CALL0001114,ACC00452,A002,2024-12-17,10,1,Monday,Wrong Number,11
CALL0001115,ACC00452,A006,2024-05-08,13,4,Thursday,No Answer,1
CALL0001116,ACC00453,A003,2024-08-02,14,6,Saturday,Busy,6
CALL0001117,ACC00453,A009,2025-05-19,15,2,Tuesday,Contacted,183
CALL0001118,ACC00453,A003,2024-12-29,17,2,Tuesday,Busy,14
CALL0001119,ACC00453,A002,2024-08-12,15,2,Tuesday,Contacted,242
CALL0001120,ACC00455,A009,2025-04-27,18,5,Friday,No Answer,0
CALL0001121,ACC00455,A004,2025-08-21,12,4,Thursday,Contacted,64
CALL0001122,ACC00455,A002,2025-04-01,8,2,Tuesday,Busy,21
CALL0001123,ACC00455,A007,2025-10-09,17,6,Saturday,Voicemail,11
CALL0001124,ACC00456,A008,2024-03-25,10,4,Thursday,No Answer,8
CALL0001125,ACC00456,A002,2024-08-12,15,4,Thursday,Voicemail,24
CALL0001126,ACC00456,A007,2025-05-03,20,4,Thursday,No Answer,28
CALL0001127,ACC00457,A008,2024-12-31,12,5,Friday,No Answer,11
CALL0001128,ACC00457,A005,2025-11-12,17,5,Friday,Busy,13
CALL0001129,ACC00459,A009,2024-05-28,17,3,Wednesday,Wrong Number,16
CALL0001130,ACC00460,A010,2024-07-28,12,7,Sunday,Busy,20
CALL0001131,ACC00460,A009,2024-02-08,11,3,Wednesday,Wrong Number,29
CALL0001132,ACC00461,A002,2025-11-24,11,5,Friday,Contacted,198
CALL0001133,ACC00461,A006,2025-08-31,15,5,Friday,Wrong Number,30
CALL0001134,ACC00461,A001,2025-01-06,18,5,Friday,Busy,10
CALL0001135,ACC00461,A001,2025-02-09,15,6,Saturday,Wrong Number,20
CALL0001136,ACC00462,A005,2025-04-13,11,2,Tuesday,No Answer,27
CALL0001137,ACC00462,A010,2025-08-04,16,4,Thursday,Contacted,396
CALL0001138,ACC00463,A007,2024-01-01,11,3,Wednesday,Contacted,510
CALL0001139,ACC00464,A004,2024-04-15,13,4,Thursday,Wrong Number,9
CALL0001140,ACC00465,A004,2025-02-28,11,4,Thursday,Voicemail,0
CALL0001141,ACC00465,A007,2025-07-23,16,3,Wednesday,Wrong Number,11
CALL0001142,ACC00465,A001,2025-11-09,17,2,Tuesday,Wrong Number,6
CALL0001143,ACC00466,A004,2024-04-03,8,1,Monday,Wrong Number,30
CALL0001144,ACC00467,A008,2025-01-20,11,5,Friday,Contacted,429
CALL0001145,ACC00467,A005,2024-07-28,18,6,Saturday,Contacted,239
CALL0001146,ACC00468,A007,2025-04-07,12,2,Tuesday,Wrong Number,21
CALL0001147,ACC00468,A005,2024-01-06,18,4,Thursday,Contacted,40
CALL0001148,ACC00468,A008,2025-07-15,16,3,Wednesday,No Answer,23
CALL0001149,ACC00468,A008,2024-07-31,20,5,Friday,Voicemail,29
CALL0001150,ACC00469,A009,2025-07-25,19,4,Thursday,Contacted,510
CALL0001151,ACC00469,A007,2024-12-31,17,4,Thursday,Contacted,525
CALL0001152,ACC00469,A008,2024-02-29,18,4,Thursday,Contacted,232
CALL0001153,ACC00470,A009,2025-02-28,12,7,Sunday,Voicemail,20
CALL0001154,ACC00471,A007,2024-10-19,13,3,Wednesday,Voicemail,13
CALL0001155,ACC00472,A009,2024-11-03,12,3,Wednesday,Contacted,269
CALL0001156,ACC00472,A009,2025-03-27,18,6,Saturday,Voicemail,4
CALL0001157,ACC00472,A004,2025-08-09,8,3,Wednesday,No Answer,17
CALL0001158,ACC00472,A010,2025-03-29,16,6,Saturday,Wrong Number,2
CALL0001159,ACC00472,A005,2025-06-25,19,4,Thursday,Contacted,485
CALL0001160,ACC00473,A004,2024-09-27,13,4,Thursday,Voicemail,19
CALL0001161,ACC00474,A009,2025-02-08,10,3,Wednesday,Contacted,76
CALL0001162,ACC00474,A010,2025-08-07,17,6,Saturday,Wrong Number,25
CALL0001163,ACC00475,A005,2024-06-18,12,2,Tuesday,Busy,11
CALL0001164,ACC00475,A002,2025-06-25,14,3,Wednesday,Busy,26
CALL0001165,ACC00475,A009,2024-12-30,14,5,Friday,No Answer,0
CALL0001166,ACC00475,A007,2025-07-13,9,3,Wednesday,Voicemail,12
CALL0001167,ACC00475,A007,2024-01-01,19,4,Thursday,Contacted,518
CALL0001168,ACC00476,A002,2024-10-09,15,5,Friday,No Answer,13
CALL0001169,ACC00476,A010,2024-07-09,11,5,Friday,Contacted,273
CALL0001170,ACC00477,A009,2025-02-18,17,7,Sunday,Wrong Number,22
CALL0001171,ACC00477,A002,2024-03-12,17,6,Saturday,Contacted,339
CALL0001172,ACC00477,A009,2024-11-17,16,2,Tuesday,Contacted,164
CALL0001173,ACC00477,A009,2025-03-01,17,4,Thursday,Contacted,258
CALL0001174,ACC00478,A009,2024-01-01,18,1,Monday,Wrong Number,6
CALL0001175,ACC00478,A005,2024-01-12,10,6,Saturday,Contacted,218
CALL0001176,ACC00479,A002,2025-04-21,9,4,Thursday,No Answer,12
CALL0001177,ACC00479,A007,2025-09-04,12,4,Thursday,Busy,29
CALL0001178,ACC00479,A010,2025-10-02,18,3,Wednesday,Voicemail,3
CALL0001179,ACC00479,A008,2024-04-07,17,5,Friday,Wrong Number,17
CALL0001180,ACC00480,A001,2025-03-19,18,3,Wednesday,Contacted,579
CALL0001181,ACC00481,A009,2025-09-16,20,4,Thursday,Contacted,196
CALL0001182,ACC00481,A003,2025-01-09,8,6,Saturday,Wrong Number,2
CALL0001183,ACC00481,A005,2025-08-28,11,5,Friday,Contacted,229
CALL0001184,ACC00482,A001,2024-06-16,20,1,Monday,Voicemail,1
CALL0001185,ACC00482,A006,2024-08-06,15,5,Friday,Wrong Number,15
CALL0001186,ACC00482,A001,2025-06-18,16,3,Wednesday,Voicemail,17
CALL0001187,ACC00483,A007,2024-04-18,9,6,Saturday,Busy,28
CALL0001188,ACC00483,A006,2024-05-14,18,4,Thursday,Wrong Number,18
CALL0001189,ACC00484,A009,2025-03-15,13,5,Friday,Contacted,150
CALL0001190,ACC00484,A003,2025-03-17,9,4,Thursday,No Answer,21
CALL0001191,ACC00484,A001,2025-11-15,17,5,Friday,Busy,6
CALL0001192,ACC00484,A003,2024-07-05,13,4,Thursday,Wrong Number,18
CALL0001193,ACC00485,A007,2024-06-03,11,5,Friday,Voicemail,19
CALL0001194,ACC00486,A010,2025-06-01,17,7,Sunday,No Answer,28
CALL0001195,ACC00486,A001,2025-01-31,17,4,Thursday,Contacted,590
CALL0001196,ACC00486,A001,2024-10-22,13,3,Wednesday,Contacted,174
CALL0001197,ACC00487,A009,2025-03-08,8,1,Monday,No Answer,30
CALL0001198,ACC00487,A009,2024-01-14,12,5,Friday,No Answer,28
CALL0001199,ACC00487,A009,2024-03-18,17,4,Thursday,Contacted,69
CALL0001200,ACC00487,A001,2024-08-29,12,4,Thursday,Contacted,390
CALL0001201,ACC00488,A003,2024-01-12,16,5,Friday,No Answer,13
CALL0001202,ACC00488,A010,2025-04-12,12,3,Wednesday,Busy,21
CALL0001203,ACC00488,A005,2025-10-14,16,6,Saturday,No Answer,15
CALL0001204,ACC00488,A005,2024-05-25,16,2,Tuesday,Contacted,46
CALL0001205,ACC00489,A006,2025-04-10,20,7,Sunday,Wrong Number,5
CALL0001206,ACC00489,A007,2024-07-14,17,4,Thursday,Contacted,445
CALL0001207,ACC00489,A007,2025-09-11,9,4,Thursday,No Answer,3
CALL0001208,ACC00490,A005,2024-10-19,15,4,Thursday,No Answer,15
CALL0001209,ACC00490,A007,2025-11-19,17,6,Saturday,No Answer,4
CALL0001210,ACC00490,A007,2024-05-12,16,3,Wednesday,Contacted,153
CALL0001211,ACC00490,A004,2025-01-31,10,5,Friday,No Answer,24
CALL0001212,ACC00491,A001,2025-06-18,10,5,Friday,Wrong Number,15
CALL0001213,ACC00491,A005,2024-05-07,14,3,Wednesday,Wrong Number,26
CALL0001214,ACC00493,A003,2025-01-07,18,4,Thursday,Contacted,118
CALL0001215,ACC00494,A001,2024-10-07,11,2,Tuesday,Contacted,429
CALL0001216,ACC00494,A007,2024-01-01,16,5,Friday,Voicemail,19
CALL0001217,ACC00495,A003,2025-04-08,11,3,Wednesday,Voicemail,24
CALL0001218,ACC00495,A002,2024-01-09,17,6,Saturday,Voicemail,6
CALL0001219,ACC00495,A001,2024-07-11,18,4,Thursday,Contacted,453
CALL0001220,ACC00495,A004,2024-12-03,17,6,Saturday,Contacted,182
CALL0001221,ACC00496,A005,2024-05-06,8,1,Monday,Contacted,307
CALL0001222,ACC00497,A005,2024-08-19,18,5,Friday,Contacted,106
CALL0001223,ACC00497,A004,2024-02-01,18,4,Thursday,Busy,8
CALL0001224,ACC00497,A005,2025-11-28,19,3,Wednesday,Busy,22
CALL0001225,ACC00497,A003,2024-02-16,18,1,Monday,Contacted,573
CALL0001226,ACC00498,A002,2024-08-10,15,7,Sunday,No Answer,16
CALL0001227,ACC00499,A003,2024-02-13,18,4,Thursday,Contacted,348
CALL0001228,ACC00499,A004,2025-02-22,13,3,Wednesday,Wrong Number,25
CALL0001229,ACC00499,A006,2025-11-26,13,4,Thursday,Voicemail,24
CALL0001230,ACC00500,A008,2025-03-03,11,5,Friday,Busy,6
CALL0001231,ACC00500,A006,2025-10-03,10,2,Tuesday,Busy,20
CALL0001232,ACC00500,A001,2024-07-26,13,1,Monday,Busy,17
CALL0001233,ACC00500,A009,2024-12-05,9,2,Tuesday,Busy,17
CALL0001234,ACC00501,A007,2025-04-28,10,7,Sunday,Wrong Number,13
CALL0001235,ACC00502,A009,2024-02-15,16,4,Thursday,Voicemail,10
CALL0001236,ACC00502,A006,2025-04-02,9,5,Friday,Contacted,513
CALL0001237,ACC00502,A006,2024-07-31,9,6,Saturday,Wrong Number,17
CALL0001238,ACC00502,A003,2025-09-10,11,3,Wednesday,Busy,12
CALL0001239,ACC00503,A005,2025-11-01,8,6,Saturday,No Answer,8
CALL0001240,ACC00504,A005,2025-10-12,18,1,Monday,Contacted,314
CALL0001241,ACC00505,A008,2025-08-28,18,4,Thursday,Voicemail,22
CALL0001242,ACC00505,A002,2024-11-15,12,2,Tuesday,Contacted,520
CALL0001243,ACC00506,A010,2025-11-30,19,2,Tuesday,Voicemail,25
CALL0001244,ACC00506,A001,2025-04-06,10,3,Wednesday,No Answer,2
CALL0001245,ACC00506,A005,2024-02-16,18,5,Friday,Contacted,331
CALL0001246,ACC00506,A009,2025-09-06,16,3,Wednesday,Voicemail,26
CALL0001247,ACC00507,A007,2025-10-03,9,4,Thursday,Wrong Number,16
CALL0001248,ACC00507,A006,2024-02-24,20,7,Sunday,Busy,3
CALL0001249,ACC00507,A007,2025-08-09,16,4,Thursday,Contacted,497
CALL0001250,ACC00508,A004,2024-08-12,16,3,Wednesday,Contacted,76
CALL0001251,ACC00508,A005,2024-08-07,10,2,Tuesday,Contacted,359
CALL0001252,ACC00508,A004,2025-07-24,9,6,Saturday,Contacted,491
CALL0001253,ACC00508,A007,2024-04-30,20,5,Friday,Busy,25
CALL0001254,ACC00508,A001,2025-07-22,15,3,Wednesday,Wrong Number,8
CALL0001255,ACC00509,A001,2024-08-14,14,3,Wednesday,Voicemail,12
CALL0001256,ACC00509,A009,2024-01-04,17,3,Wednesday,Busy,5
CALL0001257,ACC00510,A010,2024-05-03,19,2,Tuesday,Busy,3
CALL0001258,ACC00510,A009,2024-08-05,19,4,Thursday,Busy,15
CALL0001259,ACC00510,A010,2024-09-24,18,1,Monday,Contacted,250
CALL0001260,ACC00510,A010,2024-07-29,11,1,Monday,Contacted,398
CALL0001261,ACC00511,A007,2025-03-17,16,4,Thursday,Contacted,441
CALL0001262,ACC00511,A004,2025-11-06,20,1,Monday,Contacted,390
CALL0001263,ACC00511,A009,2024-04-06,11,2,Tuesday,Busy,10
CALL0001264,ACC00511,A005,2024-10-10,16,7,Sunday,Contacted,563
CALL0001265,ACC00511,A007,2025-03-19,13,2,Tuesday,No Answer,0
CALL0001266,ACC00512,A009,2025-04-23,16,1,Monday,No Answer,9
CALL0001267,ACC00512,A007,2024-08-18,18,2,Tuesday,No Answer,2
CALL0001268,ACC00512,A005,2024-12-12,16,6,Saturday,Voicemail,18
CALL0001269,ACC00513,A004,2025-09-29,11,4,Thursday,Contacted,136
CALL0001270,ACC00514,A003,2025-02-23,11,5,Friday,Contacted,538
CALL0001271,ACC00514,A010,2025-05-15,14,3,Wednesday,Wrong Number,11
CALL0001272,ACC00514,A002,2024-08-02,13,4,Thursday,Contacted,346
CALL0001273,ACC00515,A009,2025-09-01,9,3,Wednesday,No Answer,30
CALL0001274,ACC00515,A003,2025-10-30,16,2,Tuesday,Wrong Number,27
CALL0001275,ACC00516,A006,2025-09-14,16,5,Friday,Wrong Number,3
CALL0001276,ACC00517,A009,2024-02-03,9,1,Monday,Voicemail,9
CALL0001277,ACC00517,A008,2024-01-01,12,2,Tuesday,Contacted,287
CALL0001278,ACC00517,A001,2025-09-25,10,1,Monday,No Answer,2
CALL0001279,ACC00517,A008,2025-06-21,20,1,Monday,Voicemail,26
CALL0001280,ACC00518,A008,2024-01-19,12,4,Thursday,No Answer,10
CALL0001281,ACC00518,A004,2024-08-17,16,6,Saturday,Wrong Number,14
CALL0001282,ACC00518,A001,2025-01-31,15,7,Sunday,Wrong Number,3
CALL0001283,ACC00519,A001,2024-07-17,15,3,Wednesday,Contacted,207
CALL0001284,ACC00519,A005,2025-01-07,15,3,Wednesday,Busy,28
CALL0001285,ACC00519,A008,2025-01-06,17,3,Wednesday,Voicemail,11
CALL0001286,ACC00519,A002,2025-09-24,11,5,Friday,No Answer,3
CALL0001287,ACC00520,A003,2024-11-11,17,1,Monday,Wrong Number,6
CALL0001288,ACC00520,A009,2025-02-27,8,7,Sunday,Voicemail,13
CALL0001289,ACC00520,A002,2025-07-19,17,6,Saturday,Wrong Number,24
CALL0001290,ACC00522,A008,2024-12-17,17,3,Wednesday,Wrong Number,30
CALL0001291,ACC00522,A007,2025-08-28,12,2,Tuesday,Busy,27
CALL0001292,ACC00522,A003,2024-10-07,12,4,Thursday,Contacted,235
CALL0001293,ACC00523,A007,2025-05-19,17,6,Saturday,Voicemail,19
CALL0001294,ACC00523,A010,2024-09-27,18,4,Thursday,Wrong Number,12
CALL0001295,ACC00524,A004,2025-08-20,17,7,Sunday,Voicemail,11
CALL0001296,ACC00524,A003,2024-10-08,19,6,Saturday,No Answer,22
CALL0001297,ACC00525,A005,2025-01-08,11,4,Thursday,No Answer,17
CALL0001298,ACC00525,A010,2025-11-26,19,4,Thursday,Contacted,262
CALL0001299,ACC00526,A008,2024-01-28,11,5,Friday,No Answer,24
CALL0001300,ACC00526,A007,2025-06-21,8,2,Tuesday,Voicemail,29
CALL0001301,ACC00527,A005,2024-07-10,18,1,Monday,Contacted,418
CALL0001302,ACC00527,A004,2025-06-21,9,6,Saturday,No Answer,15
CALL0001303,ACC00527,A001,2025-04-14,11,7,Sunday,No Answer,11
CALL0001304,ACC00528,A002,2025-01-30,11,5,Friday,No Answer,10
CALL0001305,ACC00528,A009,2024-02-16,18,6,Saturday,Busy,27
CALL0001306,ACC00528,A007,2025-04-07,17,3,Wednesday,Contacted,328
CALL0001307,ACC00529,A007,2025-10-25,15,5,Friday,Wrong Number,27
CALL0001308,ACC00529,A010,2024-02-08,11,6,Saturday,Wrong Number,6
CALL0001309,ACC00530,A002,2024-09-27,10,4,Thursday,Voicemail,26
CALL0001310,ACC00530,A008,2024-02-24,19,1,Monday,Wrong Number,1
CALL0001311,ACC00530,A009,2025-06-30,10,6,Saturday,Wrong Number,9
CALL0001312,ACC00531,A004,2025-04-17,15,4,Thursday,Contacted,231
CALL0001313,ACC00531,A008,2024-01-23,15,2,Tuesday,Contacted,359
CALL0001314,ACC00532,A006,2025-01-15,12,7,Sunday,Busy,27
CALL0001315,ACC00532,A001,2024-01-24,20,6,Saturday,Busy,13
CALL0001316,ACC00532,A008,2024-07-09,18,1,Monday,Contacted,570
CALL0001317,ACC00532,A003,2024-12-08,15,3,Wednesday,No Answer,30
CALL0001318,ACC00533,A010,2024-09-01,19,3,Wednesday,Contacted,253
CALL0001319,ACC00533,A005,2024-04-22,10,3,Wednesday,Contacted,563
CALL0001320,ACC00533,A008,2025-11-19,10,5,Friday,Contacted,284
CALL0001321,ACC00534,A010,2025-05-27,15,3,Wednesday,No Answer,15
CALL0001322,ACC00534,A001,2024-03-08,18,4,Thursday,Voicemail,3
CALL0001323,ACC00535,A009,2024-09-30,9,1,Monday,Busy,24
CALL0001324,ACC00535,A001,2025-11-28,17,3,Wednesday,Busy,25
CALL0001325,ACC00535,A006,2024-08-21,12,6,Saturday,Busy,13
CALL0001326,ACC00535,A003,2025-11-06,12,5,Friday,Voicemail,19
CALL0001327,ACC00536,A009,2025-06-10,9,1,Monday,Contacted,492
CALL0001328,ACC00536,A002,2025-06-02,11,4,Thursday,Voicemail,7
CALL0001329,ACC00537,A001,2025-06-15,13,4,Thursday,Voicemail,8
CALL0001330,ACC00537,A001,2025-07-18,16,4,Thursday,Contacted,250
CALL0001331,ACC00538,A001,2024-07-09,20,1,Monday,Voicemail,13
CALL0001332,ACC00539,A006,2024-12-16,10,4,Thursday,No Answer,23
CALL0001333,ACC00539,A010,2024-06-11,11,6,Saturday,Contacted,163
CALL0001334,ACC00539,A010,2025-09-04,17,3,Wednesday,Contacted,51
CALL0001335,ACC00539,A001,2024-06-18,19,3,Wednesday,Voicemail,8
CALL0001336,ACC00540,A005,2024-01-31,15,4,Thursday,Contacted,391
CALL0001337,ACC00540,A001,2024-03-02,18,5,Friday,Contacted,197
CALL0001338,ACC00540,A009,2024-04-30,10,7,Sunday,Busy,2
CALL0001339,ACC00540,A001,2024-11-30,8,2,Tuesday,Busy,22
CALL0001340,ACC00540,A002,2025-01-28,20,1,Monday,Voicemail,16
CALL0001341,ACC00541,A005,2024-02-03,16,6,Saturday,Contacted,384
CALL0001342,ACC00541,A008,2025-06-27,12,3,Wednesday,Voicemail,14
CALL0001343,ACC00541,A006,2025-09-06,15,2,Tuesday,Busy,8
CALL0001344,ACC00542,A003,2024-12-01,11,6,Saturday,No Answer,17
CALL0001345,ACC00542,A005,2025-05-12,10,5,Friday,Busy,13
CALL0001346,ACC00542,A003,2024-05-14,16,6,Saturday,Contacted,381
CALL0001347,ACC00543,A006,2025-01-08,17,5,Friday,No Answer,10
CALL0001348,ACC00543,A010,2025-08-28,9,1,Monday,Wrong Number,23
CALL0001349,ACC00543,A006,2024-12-02,19,2,Tuesday,Wrong Number,3
CALL0001350,ACC00543,A002,2024-01-16,18,5,Friday,Voicemail,18
CALL0001351,ACC00544,A005,2024-11-29,18,4,Thursday,Contacted,291
CALL0001352,ACC00544,A007,2025-02-20,17,1,Monday,No Answer,14
CALL0001353,ACC00544,A006,2025-09-01,20,3,Wednesday,Busy,11
CALL0001354,ACC00544,A003,2025-06-04,15,6,Saturday,Busy,21
CALL0001355,ACC00545,A008,2024-12-03,12,5,Friday,Wrong Number,29
CALL0001356,ACC00545,A004,2024-10-05,14,6,Saturday,No Answer,4
CALL0001357,ACC00546,A010,2024-05-31,19,5,Friday,Busy,15
CALL0001358,ACC00546,A006,2025-04-26,17,1,Monday,Contacted,321
CALL0001359,ACC00547,A008,2025-09-06,20,4,Thursday,Contacted,456
CALL0001360,ACC00547,A003,2024-09-28,19,6,Saturday,Contacted,466
CALL0001361,ACC00547,A002,2024-07-21,17,3,Wednesday,Contacted,530
CALL0001362,ACC00547,A003,2024-06-06,13,4,Thursday,No Answer,29
CALL0001363,ACC00548,A002,2025-03-17,15,4,Thursday,Wrong Number,9
CALL0001364,ACC00548,A006,2024-06-07,19,7,Sunday,Wrong Number,12
CALL0001365,ACC00548,A004,2024-07-21,18,7,Sunday,No Answer,22
CALL0001366,ACC00549,A005,2025-05-23,19,4,Thursday,Contacted,377
CALL0001367,ACC00549,A006,2025-01-08,13,2,Tuesday,Voicemail,19
CALL0001368,ACC00550,A004,2025-01-07,19,5,Friday,Wrong Number,17
CALL0001369,ACC00550,A009,2024-07-27,14,7,Sunday,Wrong Number,13
CALL0001370,ACC00550,A005,2024-02-25,16,5,Friday,Contacted,37
CALL0001371,ACC00550,A004,2025-08-17,9,4,Thursday,No Answer,9
CALL0001372,ACC00551,A003,2024-03-31,14,3,Wednesday,Voicemail,24
CALL0001373,ACC00552,A001,2025-08-15,15,2,Tuesday,Wrong Number,28
CALL0001374,ACC00553,A001,2025-09-22,17,2,Tuesday,Contacted,460
CALL0001375,ACC00553,A001,2025-06-20,16,7,Sunday,Voicemail,20
CALL0001376,ACC00553,A002,2024-03-31,8,3,Wednesday,Busy,19
CALL0001377,ACC00554,A001,2025-01-13,19,2,Tuesday,Contacted,321
CALL0001378,ACC00556,A008,2025-11-25,18,5,Friday,Wrong Number,7
CALL0001379,ACC00556,A009,2025-08-24,9,6,Saturday,Busy,17
CALL0001380,ACC00556,A009,2025-10-13,15,2,Tuesday,No Answer,17
CALL0001381,ACC00557,A007,2025-06-24,12,7,Sunday,No Answer,24
CALL0001382,ACC00557,A001,2025-04-08,15,2,Tuesday,Busy,23
CALL0001383,ACC00557,A003,2025-07-10,11,4,Thursday,Contacted,331
CALL0001384,ACC00558,A005,2025-02-18,15,3,Wednesday,Contacted,452
CALL0001385,ACC00558,A003,2024-10-08,19,2,Tuesday,Busy,24
CALL0001386,ACC00558,A009,2025-05-21,16,3,Wednesday,Contacted,365
CALL0001387,ACC00559,A007,2025-07-16,15,6,Saturday,Busy,9
CALL0001388,ACC00560,A010,2025-11-10,9,7,Sunday,Busy,25
CALL0001389,ACC00560,A007,2025-09-23,17,2,Tuesday,Voicemail,25
CALL0001390,ACC00561,A007,2025-10-31,10,4,Thursday,Contacted,186
CALL0001391,ACC00561,A010,2025-08-20,18,6,Saturday,Wrong Number,8
CALL0001392,ACC00562,A009,2025-03-04,17,5,Friday,Contacted,154
CALL0001393,ACC00562,A003,2024-07-05,19,4,Thursday,Busy,21
CALL0001394,ACC00563,A004,2025-07-27,15,2,Tuesday,Contacted,508
CALL0001395,ACC00563,A002,2024-08-23,15,4,Thursday,Contacted,426
CALL0001396,ACC00564,A009,2025-02-27,15,2,Tuesday,Voicemail,15
CALL0001397,ACC00565,A008,2024-09-28,18,3,Wednesday,Contacted,363
CALL0001398,ACC00566,A007,2025-10-29,18,6,Saturday,Wrong Number,16
CALL0001399,ACC00566,A003,2025-07-29,17,1,Monday,Contacted,98
CALL0001400,ACC00566,A010,2025-02-09,17,3,Wednesday,Contacted,291
CALL0001401,ACC00567,A002,2025-02-28,19,2,Tuesday,Contacted,450
CALL0001402,ACC00567,A001,2024-09-18,20,3,Wednesday,Voicemail,5
CALL0001403,ACC00568,A002,2024-06-03,9,5,Friday,Voicemail,14
CALL0001404,ACC00569,A009,2024-05-20,9,3,Wednesday,No Answer,18
CALL0001405,ACC00569,A002,2024-12-21,17,4,Thursday,Wrong Number,11
CALL0001406,ACC00569,A002,2024-08-29,11,6,Saturday,No Answer,17
CALL0001407,ACC00569,A010,2025-10-02,12,2,Tuesday,Contacted,220
CALL0001408,ACC00570,A008,2025-05-02,19,3,Wednesday,Busy,27
CALL0001409,ACC00570,A004,2025-11-18,16,5,Friday,Busy,6
CALL0001410,ACC00571,A008,2024-01-02,14,6,Saturday,No Answer,23
CALL0001411,ACC00571,A008,2024-02-14,8,1,Monday,Voicemail,11
CALL0001412,ACC00572,A010,2025-11-01,18,6,Saturday,Wrong Number,11
CALL0001413,ACC00572,A010,2025-09-04,8,6,Saturday,Busy,11
CALL0001414,ACC00572,A009,2025-09-27,15,7,Sunday,Busy,10
CALL0001415,ACC00572,A008,2024-07-17,9,7,Sunday,Contacted,525
CALL0001416,ACC00573,A003,2025-01-10,10,1,Monday,Contacted,186
CALL0001417,ACC00573,A008,2024-04-21,14,4,Thursday,Busy,26
